,UPC,Banner,Kansas,New York,Northern California,Texas,Average_Price,Std
5237,592499340,Whole Foods,1.99,2.34,2.34,2.69,2.34,0.24748737341529162
5238,678675568,No Store,21.09,21.09,21.09,21.09,21.09,0.0
5239,678675568,Safeway,20.29,20.39,20.39,20.49,20.39,0.0707106781186545
5240,678675568,Trader Joes,19.29,20.09,19.623333333333335,19.49,19.623333333333335,0.29439202887759525
5241,678675568,Walmart,18.3,19.12,18.663333333333338,18.57,18.663333333333338,0.29549393676802704
5242,678675568,Wegmans,20.189999999999998,20.49,20.189999999999998,19.89,20.189999999999998,0.2121320343559635
5243,678675568,Whole Foods,1.99,1.99,1.99,1.99,1.99,0.0
5244,113224794,No Store,39.59,39.59,39.59,39.59,39.59,0.0
5245,113224794,Safeway,38.09,38.24,38.24,38.39,38.24,0.10606601717798111
5246,113224794,Trader Joes,36.19,36.39,36.39,36.59,36.39,0.14142135623731153
5247,113224794,Walmart,35.25,35.73,35.25,34.77,35.25,0.3394112549695406
5248,113224794,Wegmans,36.89,38.39,37.52333333333333,37.29,37.52333333333334,0.5492419017761362
5249,113224794,Whole Foods,1.99,41.89,28.189999999999998,40.69,28.19,16.04976635343954
5250,151145905,No Store,28.09,28.09,28.09,28.09,28.09,0.0
5251,151145905,Safeway,26.99,27.09,27.09,27.19,27.09,0.07071067811865576
5252,151145905,Trader Joes,25.89,25.89,25.89,25.89,25.89,0.0
5253,151145905,Walmart,24.32,25.35,24.76,24.61,24.759999999999998,0.375566239164279
5254,151145905,Wegmans,26.19,27.19,26.59,26.39,26.59,0.3741657386773942
5255,151145905,Whole Foods,1.99,29.69,15.84,15.84,15.84,9.793428919433683
5256,243785066,No Store,40.19,40.19,40.19,40.19,40.19,0.0
5257,243785066,Safeway,38.59,38.59,38.59,38.59,38.59,0.0
5258,243785066,Trader Joes,37.09,37.09,37.09,37.09,37.09,0.0
5259,243785066,Walmart,36.24,36.24,36.24,36.24,36.24,0.0
5260,243785066,Wegmans,38.39,38.99,38.39,37.79,38.39,0.4242640687119295
5261,243785066,Whole Foods,1.99,42.49,22.240000000000002,22.240000000000002,22.240000000000002,14.31891231902759
5262,109076038,Safeway,35.69,35.69,35.69,35.69,35.69,0.0
5263,109076038,Trader Joes,33.89,33.89,33.89,33.89,33.89,0.0
5264,109076038,Walmart,31.91,33.25,32.58,32.58,32.58,0.4737615433949868
5265,109076038,Wegmans,34.59,34.59,34.59,34.59,34.59,0.0
5266,109076038,Whole Foods,1.99,38.89,26.223333333333333,37.79,26.223333333333333,14.844920567880001
5267,544719559,No Store,46.19,46.19,46.19,46.19,46.19,0.0
5268,544719559,Safeway,44.39,44.64,44.64,44.89,44.64,0.1767766952966369
5269,544719559,Trader Joes,43.34,43.99,43.34,42.69,43.34,0.45961940777125737
5270,544719559,Walmart,40.15,41.72,40.935,40.935,40.935,0.5550788232314399
5271,544719559,Wegmans,44.24,44.89,44.24,43.59,44.24000000000001,0.4596194077712549
5272,544719559,Whole Foods,1.99,48.89,32.79,47.49,32.790000000000006,18.867564760720978
5273,714138116,Safeway,56.19,56.489999999999995,56.489999999999995,56.79,56.489999999999995,0.21213203435596475
5274,714138116,Walmart,52.045,52.86,52.045,51.23,52.045,0.5762920266670372
5275,714138116,Wegmans,55.94,56.79,55.94,55.09,55.94,0.6010407640085639
5276,714138116,Whole Foods,1.99,61.89,41.32333333333333,60.09,41.32333333333334,24.095054817673
5277,643896037,No Store,1.39,1.39,1.39,1.39,1.39,0.0
5278,643896037,Safeway,1.39,1.39,1.39,1.39,1.39,0.0
5279,643896037,Trader Joes,1.29,1.29,1.29,1.29,1.29,0.0
5280,643896037,Walmart,1.25,1.33,1.29,1.29,1.29,0.028284271247461926
5281,643896037,Wegmans,1.29,1.39,1.3233333333333333,1.29,1.3233333333333333,0.04082482904638625
5282,643896037,Whole Foods,1.99,1.99,1.99,1.99,1.99,0.0
5283,256906423,No Store,10.39,10.39,10.39,10.39,10.39,0.0
5284,256906423,Safeway,10.09,10.09,10.09,10.09,10.09,0.0
5285,256906423,Trader Joes,9.59,9.59,9.59,9.59,9.59,0.0
5286,256906423,Walmart,9.285,9.44,9.285,9.13,9.285,0.10960155108391442
5287,256906423,Wegmans,9.94,10.09,9.94,9.79,9.939999999999998,0.10606601717798238
5288,256906423,Whole Foods,1.99,6.34,6.34,10.69,6.34,3.0759144981614814
5289,99583114,Safeway,24.49,24.59,24.59,24.69,24.59,0.07071067811865576
5290,99583114,Trader Joes,23.29,24.19,23.740000000000002,23.740000000000002,23.740000000000002,0.31819805153394715
5291,99583114,Walmart,22.11,23.02,22.49,22.34,22.49,0.3345893004864322
5292,99583114,Wegmans,24.34,24.69,24.34,23.99,24.34,0.24748737341529264
5293,99583114,Whole Foods,1.99,26.99,14.489999999999998,14.489999999999998,14.489999999999998,8.838834764831843
5294,700311165,No Store,43.39,43.39,43.39,43.39,43.39,0.0
5295,700311165,Safeway,41.69,41.89,41.89,42.09,41.89,0.14142135623731153
5296,700311165,Trader Joes,39.69,39.89,39.89,40.09,39.89,0.14142135623731153
5297,700311165,Walmart,37.65,39.22,38.306666666666665,38.05,38.306666666666665,0.5769026492109973
5298,700311165,Wegmans,41.49,42.09,41.49,40.89,41.49,0.4242640687119295
5299,700311165,Whole Foods,1.99,45.99,23.990000000000002,23.990000000000002,23.990000000000002,15.556349186104047
5300,278001228,No Store,14.09,14.09,14.09,14.09,14.09,0.0
5301,278001228,Safeway,13.59,13.64,13.64,13.69,13.64,0.03535533905932725
5302,278001228,Trader Joes,12.89,13.39,13.090000000000002,12.99,13.090000000000002,0.1870828693386971
5303,278001228,Walmart,12.27,12.74,12.476666666666667,12.42,12.476666666666667,0.16975472502015
5304,278001228,Wegmans,13.29,13.29,13.29,13.29,13.29,0.0
5305,278001228,Whole Foods,1.99,14.89,8.44,8.44,8.44,4.560838738653232
5306,373413450,Safeway,11.59,11.64,11.64,11.69,11.64,0.03535533905932725
5307,373413450,Trader Joes,10.99,11.04,11.04,11.09,11.04,0.03535533905932725
5308,373413450,Walmart,10.719999999999999,10.94,10.719999999999999,10.5,10.719999999999999,0.15556349186104027
5309,373413450,Wegmans,11.19,11.69,11.389999999999999,11.29,11.389999999999999,0.1870828693386971
5310,373413450,Whole Foods,1.99,12.69,9.023333333333333,12.39,9.023333333333333,4.308325274009225
5311,446836510,No Store,17.09,17.09,17.09,17.09,17.09,0.0
5312,446836510,Safeway,16.39,16.490000000000002,16.490000000000002,16.59,16.490000000000002,0.0707106781186545
5313,446836510,Trader Joes,15.59,15.69,15.69,15.79,15.69,0.0707106781186545
5314,446836510,Walmart,15.25,15.45,15.25,15.05,15.25,0.141421356237309
5315,446836510,Wegmans,15.89,16.59,16.19,16.09,16.19,0.25495097567963904
5316,446836510,Whole Foods,1.99,18.09,12.556666666666667,17.59,12.556666666666665,6.47314967127029
5317,763083923,Trader Joes,14.29,14.34,14.34,14.39,14.34,0.03535533905932788
5318,763083923,Walmart,13.61,14.1,13.81,13.72,13.81,0.18179658962697837
5319,763083923,Wegmans,14.59,15.19,14.823333333333332,14.69,14.823333333333332,0.2273030282830975
5320,763083923,Whole Foods,1.99,16.49,11.523333333333332,16.09,11.523333333333333,5.839663232299158
5321,745216676,No Store,20.09,20.09,20.09,20.09,20.09,0.0
5322,745216676,Safeway,19.39,19.490000000000002,19.490000000000002,19.59,19.490000000000002,0.0707106781186545
5323,745216676,Trader Joes,18.59,18.59,18.59,18.59,18.59,0.0
5324,745216676,Walmart,17.52,18.26,17.849999999999998,17.77,17.85,0.2661766330841241
5325,745216676,Wegmans,18.79,19.59,19.123333333333335,18.99,19.123333333333335,0.29439202887759525
5326,745216676,Whole Foods,1.99,21.29,14.656666666666666,20.69,14.656666666666666,7.759617688176826
5327,812183948,No Store,31.29,31.29,31.29,31.29,31.29,0.0
5328,812183948,Safeway,30.09,30.240000000000002,30.240000000000002,30.39,30.240000000000002,0.10606601717798238
5329,812183948,Trader Joes,28.59,28.740000000000002,28.740000000000002,28.89,28.740000000000002,0.10606601717798238
5330,812183948,Walmart,27.16,28.37,27.66,27.45,27.66,0.44671019688384145
5331,812183948,Wegmans,29.939999999999998,30.39,29.939999999999998,29.49,29.939999999999998,0.31819805153394715
5332,812183948,Whole Foods,1.99,33.09,17.540000000000003,17.540000000000003,17.540000000000003,10.995510447450815
5333,836742374,No Store,45.19,45.19,45.19,45.19,45.19,0.0
5334,836742374,Safeway,43.89,43.89,43.89,43.89,43.89,0.0
5335,836742374,Trader Joes,41.29,41.489999999999995,41.489999999999995,41.69,41.489999999999995,0.141421356237309
5336,836742374,Walmart,39.21,40.84,39.89333333333334,39.63,39.89333333333334,0.598428497538902
5337,836742374,Wegmans,42.09,43.89,42.85666666666666,42.59,42.85666666666667,0.657013444814233
5338,836742374,Whole Foods,1.99,47.79,32.056666666666665,46.39,32.056666666666665,18.41864996862329
5339,545319478,Safeway,53.59,53.84,53.84,54.09,53.84,0.1767766952966369
5340,545319478,Trader Joes,51.49,51.49,51.49,51.49,51.49,0.0
5341,545319478,Walmart,48.45,50.33,49.20666666666667,48.84,49.20666666666666,0.7015815466976479
5342,545319478,Wegmans,51.99,54.09,52.89000000000001,52.59,52.89000000000001,0.7648529270389182
5343,545319478,Whole Foods,1.99,59.09,30.540000000000003,30.540000000000003,30.540000000000003,20.187898602875933
5344,939282782,Safeway,34.49,34.49,34.49,34.49,34.49,0.0
5345,939282782,Trader Joes,33.09,33.09,33.09,33.09,33.09,0.0
5346,939282782,Walmart,31.12,32.41,31.666666666666668,31.47,31.666666666666668,0.4717167229033387
5347,939282782,Wegmans,34.79,34.79,34.79,34.79,34.79,0.0
5348,939282782,Whole Foods,37.44,37.99,37.44,36.89,37.44,0.38890872965260165
5349,503966459,No Store,39.09,39.09,39.09,39.09,39.09,0.0
5350,503966459,Safeway,37.59,37.74,37.74,37.89,37.74,0.10606601717798111
5351,503966459,Trader Joes,36.64,37.19,36.64,36.09,36.64,0.38890872965259915
5352,503966459,Walmart,33.91,35.32,34.49666666666666,34.26,34.49666666666666,0.5191499462262016
5353,503966459,Wegmans,37.34,37.89,37.34,36.79,37.34,0.38890872965260165
5354,503966459,Whole Foods,1.99,41.39,21.69,21.69,21.69,13.930003589374987
5355,349132748,Safeway,31.39,31.39,31.39,31.39,31.39,0.0
5356,349132748,Trader Joes,29.59,29.59,29.59,29.59,29.59,0.0
5357,349132748,Walmart,29.26,29.26,29.26,29.26,29.26,0.0
5358,349132748,Wegmans,30.19,31.39,30.689999999999998,30.49,30.69,0.4415880433163924
5359,349132748,Whole Foods,1.99,34.29,23.189999999999998,33.29,23.189999999999998,12.987108993151633
5360,196407931,Trader Joes,7.99,8.09,7.99,7.89,7.989999999999999,0.07071067811865482
5361,196407931,Walmart,7.41,7.75,7.5566666666666675,7.51,7.556666666666667,0.1235583532856709
5362,196407931,Wegmans,8.14,8.29,8.14,7.99,8.14,0.10606601717798175
5363,196407931,Whole Foods,1.99,8.99,6.5566666666666675,8.69,6.556666666666667,2.7985115091181356
5364,731963540,Safeway,53.99,54.24,54.24,54.49,54.24,0.1767766952966369
5365,731963540,Trader Joes,52.64,53.39,52.64,51.89,52.64,0.5303300858899106
5366,731963540,Walmart,50.7,50.7,50.7,50.7,50.7,0.0
5367,731963540,Wegmans,53.69,54.49,53.69,52.89,53.69,0.5656854249492386
5368,731963540,Whole Foods,1.99,59.49,30.740000000000002,30.740000000000002,30.740000000000002,20.329319959113242
5369,583297806,Safeway,37.59,37.59,37.59,37.59,37.59,0.0
5370,583297806,Trader Joes,35.39,36.79,35.95666666666667,35.69,35.95666666666666,0.5212165257037294
5371,583297806,Walmart,33.66,34.92,34.17333333333333,33.94,34.17333333333333,0.4678318786344817
5372,583297806,Wegmans,37.040000000000006,37.59,37.040000000000006,36.49,37.040000000000006,0.38890872965260165
5373,583297806,Whole Foods,1.99,40.99,27.590000000000003,39.79,27.590000000000003,15.68247429457482
5374,496444498,Safeway,17.09,17.189999999999998,17.189999999999998,17.29,17.189999999999998,0.0707106781186545
5375,496444498,Trader Joes,16.49,16.49,16.49,16.49,16.49,0.0
5376,496444498,Walmart,15.895,16.15,15.895,15.64,15.895,0.1803122292025689
5377,496444498,Wegmans,17.04,17.29,17.04,16.79,17.04,0.1767766952966369
5378,496444498,Whole Foods,1.99,18.89,13.056666666666667,18.29,13.056666666666667,6.780240900341718
5379,19982129,Safeway,27.39,27.54,27.54,27.69,27.54,0.10606601717798238
5380,19982129,Trader Joes,26.689999999999998,27.09,26.689999999999998,26.29,26.689999999999998,0.2828427124746193
5381,19982129,Walmart,25.36,25.71,25.36,25.01,25.36,0.24748737341529137
5382,19982129,Wegmans,26.59,27.69,27.05666666666667,26.89,27.05666666666667,0.40207793606049447
5383,19982129,Whole Foods,1.99,30.19,20.49,29.29,20.49,11.333357843110752
5384,381867389,No Store,7.89,7.89,7.89,7.89,7.89,0.0
5385,381867389,Safeway,7.59,7.640000000000001,7.640000000000001,7.69,7.640000000000001,0.03535533905932756
5386,381867389,Walmart,6.97,7.25,7.109999999999999,7.109999999999999,7.109999999999999,0.09899494936611673
5387,381867389,Wegmans,7.59,7.69,7.59,7.49,7.590000000000001,0.07071067811865482
5388,381867389,Whole Foods,1.99,8.39,5.19,5.19,5.19,2.2627416997969525
5389,284293391,Safeway,54.29,54.54,54.54,54.79,54.54,0.1767766952966369
5390,284293391,Trader Joes,52.09,52.09,52.09,52.09,52.09,0.0
5391,284293391,Walmart,50.16,50.9,50.16,49.42,50.160000000000004,0.5232590180780441
5392,284293391,Wegmans,53.989999999999995,54.79,53.989999999999995,53.19,53.989999999999995,0.5656854249492386
5393,284293391,Whole Foods,1.99,59.79,39.92333333333334,57.99,39.92333333333333,23.238043520629414
5394,244294577,No Store,34.69,34.69,34.69,34.69,34.69,0.0
5395,244294577,Safeway,33.29,33.489999999999995,33.489999999999995,33.69,33.489999999999995,0.141421356237309
5396,244294577,Trader Joes,31.69,32.99,32.223333333333336,31.99,32.223333333333336,0.481317635939789
5397,244294577,Walmart,30.17,31.34,30.755000000000003,30.755000000000003,30.755000000000003,0.41365746699412964
5398,244294577,Wegmans,33.19,33.69,33.19,32.69,33.19,0.3535533905932738
5399,244294577,Whole Foods,1.99,36.69,19.34,19.34,19.34,12.268302653586598
5400,127887048,Safeway,8.79,8.79,8.79,8.79,8.79,0.0
5401,127887048,Trader Joes,8.39,8.69,8.49,8.39,8.49,0.12247448713915847
5402,127887048,Walmart,8.149999999999999,8.26,8.149999999999999,8.04,8.149999999999999,0.07778174593052045
5403,127887048,Wegmans,8.49,8.54,8.54,8.59,8.54,0.03535533905932725
5404,127887048,Whole Foods,1.99,9.69,5.84,5.84,5.84,2.722361107568208
5405,556223651,No Store,35.69,35.69,35.69,35.69,35.69,0.0
5406,556223651,Safeway,34.29,34.44,34.44,34.59,34.44,0.10606601717798363
5407,556223651,Trader Joes,32.59,32.74,32.74,32.89,32.74,0.10606601717798111
5408,556223651,Walmart,31.745,32.24,31.745,31.25,31.745000000000005,0.35001785668734176
5409,556223651,Wegmans,33.29,34.59,33.94,33.94,33.94,0.45961940777125737
5410,556223651,Whole Foods,1.99,37.79,25.49,36.69,25.490000000000002,14.396006390662656
5411,888599847,Safeway,49.49,49.74,49.74,49.99,49.74,0.1767766952966369
5412,888599847,Trader Joes,47.59,47.59,47.59,47.59,47.59,0.0
5413,888599847,Walmart,44.7,46.53,45.615,45.615,45.615,0.6470027047856903
5414,888599847,Wegmans,49.290000000000006,49.99,49.290000000000006,48.59,49.290000000000006,0.49497474683058273
5415,888599847,Whole Foods,1.99,54.59,28.290000000000003,28.290000000000003,28.290000000000003,18.596908345206202
5416,926444424,No Store,14.69,14.69,14.69,14.69,14.69,0.0
5417,926444424,Safeway,14.19,14.239999999999998,14.239999999999998,14.29,14.239999999999998,0.03535533905932725
5418,926444424,Trader Joes,13.49,13.54,13.54,13.59,13.54,0.03535533905932725
5419,926444424,Walmart,12.85,13.35,13.1,13.1,13.1,0.1767766952966369
5420,926444424,Wegmans,14.09,14.29,14.09,13.89,14.09,0.141421356237309
5421,926444424,Whole Foods,1.99,15.59,10.923333333333332,15.19,10.923333333333332,5.472354764328301
5422,655347860,No Store,54.99,54.99,54.99,54.99,54.99,0.0
5423,655347860,Safeway,52.79,53.04,53.04,53.29,53.04,0.1767766952966369
5424,655347860,Trader Joes,50.19,50.44,50.44,50.69,50.44,0.1767766952966369
5425,655347860,Walmart,47.61,49.63,48.620000000000005,48.620000000000005,48.620000000000005,0.7141778489984142
5426,655347860,Wegmans,52.54,53.29,52.54,51.79,52.54,0.5303300858899106
5427,655347860,Whole Foods,1.99,58.19,38.89,56.49,38.89,22.604534943236498
5428,843645850,No Store,29.49,29.49,29.49,29.49,29.49,0.0
5429,843645850,Safeway,28.29,28.29,28.29,28.29,28.29,0.0
5430,843645850,Trader Joes,26.89,27.04,27.04,27.19,27.04,0.10606601717798238
5431,843645850,Walmart,26.235,26.6,26.235,25.87,26.235,0.25809397513309
5432,843645850,Wegmans,27.49,27.64,27.64,27.79,27.64,0.10606601717798238
5433,843645850,Whole Foods,1.99,31.19,21.156666666666666,30.29,21.156666666666666,11.741450790539757
5434,38126522,Safeway,57.29,57.59,57.59,57.89,57.59,0.21213203435596475
5435,38126522,Trader Joes,55.94,56.79,55.94,55.09,55.94,0.6010407640085639
5436,38126522,Walmart,53.1,53.86,53.1,52.34,53.099999999999994,0.5374011537017748
5437,38126522,Wegmans,57.04,57.89,57.04,56.19,57.03999999999999,0.6010407640085664
5438,38126522,Whole Foods,1.99,63.19,32.589999999999996,32.589999999999996,32.589999999999996,21.637467504308354
5439,981620604,Safeway,37.99,37.99,37.99,37.99,37.99,0.0
5440,981620604,Trader Joes,35.79,35.94,35.94,36.09,35.94,0.10606601717798363
5441,981620604,Walmart,33.94,35.32,34.53666666666666,34.35,34.53666666666666,0.5011154224993153
5442,981620604,Wegmans,37.44,37.99,37.44,36.89,37.44,0.38890872965260165
5443,981620604,Whole Foods,1.99,41.39,27.856666666666666,40.19,27.856666666666666,15.845714457438222
5444,704505214,No Store,30.29,30.29,30.29,30.29,30.29,0.0
5445,704505214,Safeway,29.09,29.240000000000002,29.240000000000002,29.39,29.240000000000002,0.10606601717798238
5446,704505214,Trader Joes,28.34,28.79,28.34,27.89,28.340000000000003,0.31819805153394587
5447,704505214,Walmart,27.37,27.37,27.37,27.37,27.37,0.0
5448,704505214,Wegmans,28.19,29.39,28.689999999999998,28.49,28.69,0.4415880433163924
5449,704505214,Whole Foods,1.99,31.99,16.99,16.99,16.99,10.606601717798211
5450,146021511,Safeway,45.59,45.790000000000006,45.790000000000006,45.99,45.790000000000006,0.141421356237309
5451,146021511,Trader Joes,43.29,43.29,43.29,43.29,43.29,0.0
5452,146021511,Walmart,42.2,42.84,42.2,41.56,42.2,0.4525483399593908
5453,146021511,Wegmans,45.34,45.99,45.34,44.69,45.34,0.45961940777125737
5454,146021511,Whole Foods,1.99,50.19,33.623333333333335,48.69,33.623333333333335,19.37863944312569
5455,765932940,No Store,54.49,54.49,54.49,54.49,54.49,0.0
5456,765932940,Safeway,52.89,52.89,52.89,52.89,52.89,0.0
5457,765932940,Trader Joes,51.09,51.89,51.09,50.29,51.09,0.5656854249492386
5458,765932940,Walmart,49.2,49.2,49.2,49.2,49.2,0.0
5459,765932940,Wegmans,50.89,52.89,51.723333333333336,51.39,51.72333333333333,0.7359800721939873
5460,765932940,Whole Foods,1.99,57.69,29.84,29.84,29.84,19.692923856045347
5461,237280009,No Store,39.69,39.69,39.69,39.69,39.69,0.0
5462,237280009,Safeway,38.19,38.39,38.39,38.59,38.39,0.14142135623731153
5463,237280009,Trader Joes,36.69,36.69,36.69,36.69,36.69,0.0
5464,237280009,Walmart,35.37,35.94,35.37,34.8,35.37,0.40305086527633227
5465,237280009,Wegmans,37.09,38.59,37.723333333333336,37.49,37.723333333333336,0.5492419017761362
5466,237280009,Whole Foods,1.99,42.09,22.040000000000003,22.040000000000003,22.040000000000003,14.17749096279028
5467,810777505,No Store,29.69,29.69,29.69,29.69,29.69,0.0
5468,810777505,Safeway,28.49,28.64,28.64,28.79,28.64,0.10606601717798238
5469,810777505,Trader Joes,27.09,28.19,27.55666666666667,27.39,27.55666666666667,0.40207793606049447
5470,810777505,Walmart,26.439999999999998,26.86,26.439999999999998,26.02,26.439999999999998,0.2969848480983499
5471,810777505,Wegmans,27.69,28.79,28.123333333333335,27.89,28.123333333333335,0.414326763155201
5472,810777505,Whole Foods,1.99,31.39,16.69,16.69,16.69,10.39446968344225
5473,121620235,No Store,59.59,59.59,59.59,59.59,59.59,0.0
5474,121620235,Safeway,57.29,57.54,57.54,57.79,57.54,0.1767766952966369
5475,121620235,Trader Joes,54.99,54.99,54.99,54.99,54.99,0.0
5476,121620235,Walmart,51.71,53.83,52.583333333333336,52.21,52.58333333333333,0.7836240595251431
5477,121620235,Wegmans,55.59,57.79,56.49,56.09,56.49,0.8154753215150028
5478,121620235,Whole Foods,1.99,63.09,42.09,61.19,42.09,24.56532108481385
5479,367626432,No Store,54.79,54.79,54.79,54.79,54.79,0.0
5480,367626432,Safeway,52.69,52.94,52.94,53.19,52.94,0.1767766952966369
5481,367626432,Trader Joes,50.59,50.59,50.59,50.59,50.59,0.0
5482,367626432,Walmart,47.54,49.51,48.37,48.06,48.37,0.7219071962517059
5483,367626432,Wegmans,52.44,53.19,52.44,51.69,52.44,0.5303300858899106
5484,367626432,Whole Foods,1.99,58.09,38.82333333333333,56.39,38.82333333333334,22.56372457433982
5485,53317855,No Store,36.39,36.39,36.39,36.39,36.39,0.0
5486,53317855,Safeway,34.99,35.14,35.14,35.29,35.14,0.10606601717798111
